frame0000.png,1,267,266,193,162,1,-1,-1,-1
frame0000.png,2,466,214,224,259,1,-1,-1,-1
frame0001.png,1,272,247,161,170,1,-1,-1,-1
frame0001.png,2,525,193,184,273,1,-1,-1,-1
frame0002.png,1,258,242,156,158,1,-1,-1,-1
frame0002.png,2,523,202,185,263,1,-1,-1,-1
frame0003.png,1,231,248,174,165,1,-1,-1,-1
frame0003.png,2,496,207,193,255,1,-1,-1,-1
frame0004.png,1,187,261,208,186,1,-1,-1,-1
frame0004.png,2,442,206,252,253,1,-1,-1,-1
frame0005.png,1,201,263,199,208,1,-1,-1,-1
frame0005.png,2,476,201,226,256,1,-1,-1,-1
frame0006.png,1,508,193,207,263,1,-1,-1,-1
frame0006.png,2,274,212,157,200,1,-1,-1,-1
frame0007.png,1,260,229,148,208,1,-1,-1,-1
frame0007.png,2,572,214,143,255,1,-1,-1,-1
frame0008.png,1,267,235,153,241,1,-1,-1,-1
frame0008.png,2,555,190,198,257,1,-1,-1,-1
frame0009.png,1,281,270,140,204,1,-1,-1,-1
frame0010.png,2,596,190,170,213,1,-1,-1,-1
frame0010.png,1,274,238,140,249,1,-1,-1,-1
frame0011.png,1,288,248,149,203,1,-1,-1,-1
frame0011.png,2,663,190,163,194,1,-1,-1,-1
frame0012.png,1,302,248,158,179,1,-1,-1,-1
frame0012.png,2,653,190,185,264,1,-1,-1,-1
frame0013.png,2,575,190,182,221,1,-1,-1,-1
frame0013.png,1,283,250,146,194,1,-1,-1,-1
frame0014.png,1,280,238,169,167,1,-1,-1,-1
frame0014.png,2,537,190,171,243,1,-1,-1,-1
frame0015.png,1,284,236,172,172,1,-1,-1,-1
frame0015.png,2,552,214,153,210,1,-1,-1,-1
frame0016.png,2,536,219,171,203,1,-1,-1,-1
frame0016.png,1,326,272,138,168,1,-1,-1,-1
frame0017.png,2,552,211,155,243,1,-1,-1,-1
frame0017.png,1,327,272,142,183,1,-1,-1,-1
frame0018.png,1,327,272,134,176,1,-1,-1,-1
frame0018.png,2,534,202,174,234,1,-1,-1,-1
frame0019.png,1,297,261,162,160,1,-1,-1,-1
frame0019.png,2,543,212,161,236,1,-1,-1,-1
frame0020.png,1,287,222,178,181,1,-1,-1,-1
frame0020.png,2,554,220,153,229,1,-1,-1,-1
frame0021.png,2,547,206,163,243,1,-1,-1,-1
frame0021.png,1,292,196,179,200,1,-1,-1,-1
frame0022.png,2,550,209,159,240,1,-1,-1,-1
frame0022.png,1,289,226,175,184,1,-1,-1,-1
frame0023.png,2,550,209,157,239,1,-1,-1,-1
frame0023.png,1,292,216,173,190,1,-1,-1,-1
frame0024.png,2,544,191,181,257,1,-1,-1,-1
frame0024.png,1,294,212,173,194,1,-1,-1,-1
frame0025.png,1,293,220,169,186,1,-1,-1,-1
frame0025.png,2,567,190,177,195,1,-1,-1,-1
frame0026.png,1,291,221,170,185,1,-1,-1,-1
frame0026.png,2,592,191,145,203,1,-1,-1,-1
frame0027.png,2,598,191,197,189,1,-1,-1,-1
frame0027.png,1,287,225,177,182,1,-1,-1,-1
frame0028.png,1,289,223,173,183,1,-1,-1,-1
frame0028.png,2,624,249,256,245,1,-1,-1,-1
frame0029.png,1,291,216,172,184,1,-1,-1,-1
frame0030.png,2,819,651,245,140,1,-1,-1,-1
frame0030.png,1,292,212,171,180,1,-1,-1,-1
frame0031.png,1,290,214,172,175,1,-1,-1,-1
frame0031.png,2,810,639,253,147,1,-1,-1,-1
frame0032.png,1,286,226,181,188,1,-1,-1,-1
frame0033.png,1,288,221,180,191,1,-1,-1,-1
frame0033.png,2,789,204,144,235,1,-1,-1,-1
frame0034.png,1,290,218,174,187,1,-1,-1,-1
frame0034.png,2,642,191,232,160,1,-1,-1,-1
frame0035.png,2,622,190,216,160,1,-1,-1,-1
frame0035.png,1,287,218,176,176,1,-1,-1,-1
frame0036.png,1,287,214,176,179,1,-1,-1,-1
frame0036.png,2,605,192,219,171,1,-1,-1,-1
frame0037.png,2,511,191,252,199,1,-1,-1,-1
frame0037.png,1,287,206,190,190,1,-1,-1,-1
frame0038.png,2,462,190,227,180,1,-1,-1,-1
frame0038.png,1,288,221,154,195,1,-1,-1,-1
frame0039.png,1,287,219,151,194,1,-1,-1,-1
frame0039.png,2,509,191,190,166,1,-1,-1,-1
frame0040.png,1,288,219,154,196,1,-1,-1,-1
frame0040.png,2,522,191,171,183,1,-1,-1,-1
frame0041.png,2,530,191,167,171,1,-1,-1,-1
frame0041.png,1,287,220,152,193,1,-1,-1,-1
frame0042.png,1,285,217,177,198,1,-1,-1,-1
frame0042.png,2,500,192,176,145,1,-1,-1,-1
frame0043.png,2,534,197,142,155,1,-1,-1,-1
frame0043.png,1,285,217,180,199,1,-1,-1,-1
frame0044.png,2,540,193,138,150,1,-1,-1,-1
frame0044.png,1,285,216,174,199,1,-1,-1,-1
frame0045.png,2,540,193,137,152,1,-1,-1,-1
frame0045.png,1,283,216,164,198,1,-1,-1,-1
frame0046.png,2,531,191,147,150,1,-1,-1,-1
frame0046.png,1,284,216,167,199,1,-1,-1,-1
frame0047.png,2,501,190,173,142,1,-1,-1,-1
frame0047.png,1,284,216,166,200,1,-1,-1,-1
frame0048.png,2,513,191,161,148,1,-1,-1,-1
frame0048.png,1,284,214,183,204,1,-1,-1,-1
frame0049.png,1,283,214,190,204,1,-1,-1,-1
frame0049.png,2,529,191,146,142,1,-1,-1,-1
frame0050.png,1,284,213,172,204,1,-1,-1,-1
frame0050.png,2,477,190,200,133,1,-1,-1,-1
frame0051.png,1,284,212,180,207,1,-1,-1,-1
frame0051.png,2,507,190,248,176,1,-1,-1,-1
frame0052.png,3,672,191,214,191,1,-1,-1,-1
frame0052.png,1,284,210,172,203,1,-1,-1,-1
frame0053.png,1,288,241,153,212,1,-1,-1,-1
frame0053.png,3,701,191,178,178,1,-1,-1,-1
frame0053.png,2,470,191,207,149,1,-1,-1,-1
frame0054.png,1,294,265,164,209,1,-1,-1,-1
